4G LTE not working,4G LTE speed issues,Cell service down,DSL internet out,DSL speed Internet down,Date,Dial-up internet down,Email reading issues,Email sending issues,Everything is down,How long ago,Internet speed issues,Issue,Landline problems,Location,Mobile app crashes,Mobile app not working,Other,Power out,Provider,Reports in last 20 minutes,Source,TV freezing,TV pixilation,Text sending problems,Time,Website down,WiFi down,WiFi speed issues,channels not working
0%,0%,0%,0%,0%,Thu 11 Jul 2019,0%,0%,0%,0%,13h,0%,Internet down,0%,Woodstock,0%,0%,0%,0%,time-warner-cable,0,Outage Report,0%,0%,0%,18:42:27,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 11 Jul 2019,0%,0%,0%,0%,13h,0%,Internet down,0%,Nashville,0%,0%,0%,0%,time-warner-cable,0,Outage Report,0%,0%,0%,18:42:27,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 11 Jul 2019,0%,0%,0%,0%,5h,0%,Internet down,0%,unknown,0%,0%,0%,0%,time-warner-cable,0,Outage Report,0%,0%,0%,18:42:27,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 11 Jul 2019,0%,0%,0%,0%,4h,0%,Internet down,0%,Woodstock,0%,0%,0%,0%,time-warner-cable,0,Outage Report,0%,0%,0%,18:42:27,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 11 Jul 2019,0%,0%,0%,0%,2h,0%,Internet down,0%,unknown,0%,0%,0%,0%,time-warner-cable,0,Outage Report,0%,0%,0%,18:42:27,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 11 Jul 2019,0%,0%,0%,0%,2h,0%,Internet down,0%,Wendell,0%,0%,0%,0%,time-warner-cable,0,Outage Report,0%,0%,0%,18:42:27,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,Jul 16,0%,Internet down,0%,Grandville,0%,0%,0%,0%,comcast-business,0,Outage Report,0%,0%,0%,17:27:26,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,Jul 17,0%,Internet down,0%,Phoenix,0%,0%,0%,0%,comcast-business,0,Outage Report,0%,0%,0%,17:27:26,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,Jul 17,0%,Internet down,0%,Joliet,0%,0%,0%,0%,comcast-business,0,Outage Report,0%,0%,0%,17:27:26,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,Jul 17,0%,Internet down,0%,Knoxville,0%,0%,0%,0%,comcast-business,0,Outage Report,0%,0%,0%,17:27:26,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,6h,0%,Internet down,0%,"Washington, D.C.",0%,0%,0%,0%,comcast-business,0,Outage Report,0%,0%,0%,17:27:26,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,2h,0%,Internet down,0%,"Washington, D.C.",0%,0%,0%,0%,comcast-business,0,Outage Report,0%,0%,0%,17:27:26,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,Jul 17,0%,Cell service down,0%,Santa Cruz,0%,0%,0%,0%,verizon,0,Outage Report,0%,0%,0%,17:48:48,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,20h,0%,Cell service down,0%,Richland,0%,0%,0%,0%,verizon,0,Outage Report,0%,0%,0%,17:48:48,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,19h,0%,Everything is down,0%,Richland,0%,0%,0%,0%,verizon,0,Outage Report,0%,0%,0%,17:48:48,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,17h,0%,Internet down,0%,The Bronx,0%,0%,0%,0%,verizon,0,Outage Report,0%,0%,0%,17:48:48,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,2h,0%,Internet down,0%,Overland Park,0%,0%,0%,0%,verizon,0,Outage Report,0%,0%,0%,17:48:48,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,28%,4h,0%,Internet down,0%,Livingston,0%,0%,0%,0%,optimum-cablevision,1,Outage Report,0%,0%,0%,17:27:26,11%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,28%,3h,0%,Internet down,0%,The Bronx,0%,0%,0%,0%,optimum-cablevision,1,Outage Report,0%,0%,0%,17:27:26,11%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,28%,2h,0%,Internet down,0%,The Bronx,0%,0%,0%,0%,optimum-cablevision,1,Outage Report,0%,0%,0%,17:27:26,11%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,28%,2h,0%,Internet down,0%,New York City,0%,0%,0%,0%,optimum-cablevision,1,Outage Report,0%,0%,0%,17:27:26,11%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,28%,1h,0%,Everything is down,0%,Summit,0%,0%,0%,0%,optimum-cablevision,1,Outage Report,0%,0%,0%,17:27:26,11%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,28%,13m,0%,Everything is down,0%,Shirley,0%,0%,0%,0%,optimum-cablevision,1,Outage Report,0%,0%,0%,17:27:26,11%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,Jul 17,0%,Cell service down,0%,Santa Cruz,0%,0%,0%,0%,verizon,0,Outage Report,0%,0%,0%,17:23:31,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,19h,0%,Cell service down,0%,Richland,0%,0%,0%,0%,verizon,0,Outage Report,0%,0%,0%,17:23:31,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,18h,0%,Everything is down,0%,Richland,0%,0%,0%,0%,verizon,0,Outage Report,0%,0%,0%,17:23:31,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,17h,0%,Internet down,0%,The Bronx,0%,0%,0%,0%,verizon,0,Outage Report,0%,0%,0%,17:23:31,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,1h,0%,Internet down,0%,Overland Park,0%,0%,0%,0%,verizon,0,Outage Report,0%,0%,0%,17:23:31,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,Jul 16,0%,Internet down,0%,Grandville,0%,0%,0%,0%,comcast-business,0,Outage Report,0%,0%,0%,17:26:53,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,Jul 17,0%,Internet down,0%,Phoenix,0%,0%,0%,0%,comcast-business,0,Outage Report,0%,0%,0%,17:26:53,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,Jul 17,0%,Internet down,0%,Joliet,0%,0%,0%,0%,comcast-business,0,Outage Report,0%,0%,0%,17:26:53,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,Jul 17,0%,Internet down,0%,Knoxville,0%,0%,0%,0%,comcast-business,0,Outage Report,0%,0%,0%,17:26:53,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,6h,0%,Internet down,0%,"Washington, D.C.",0%,0%,0%,0%,comcast-business,0,Outage Report,0%,0%,0%,17:26:53,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,2h,0%,Internet down,0%,"Washington, D.C.",0%,0%,0%,0%,comcast-business,0,Outage Report,0%,0%,0%,17:26:53,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,28%,4h,0%,Internet down,0%,Livingston,0%,0%,0%,0%,optimum-cablevision,0,Outage Report,0%,0%,0%,18:07:05,11%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,28%,3h,0%,Internet down,0%,The Bronx,0%,0%,0%,0%,optimum-cablevision,0,Outage Report,0%,0%,0%,18:07:05,11%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,28%,3h,0%,Internet down,0%,The Bronx,0%,0%,0%,0%,optimum-cablevision,0,Outage Report,0%,0%,0%,18:07:05,11%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,28%,3h,0%,Internet down,0%,New York City,0%,0%,0%,0%,optimum-cablevision,0,Outage Report,0%,0%,0%,18:07:05,11%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,28%,1h,0%,Everything is down,0%,Summit,0%,0%,0%,0%,optimum-cablevision,0,Outage Report,0%,0%,0%,18:07:05,11%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,28%,52m,0%,Everything is down,0%,Shirley,0%,0%,0%,0%,optimum-cablevision,0,Outage Report,0%,0%,0%,18:07:05,11%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,Jul 17,0%,Cell service down,0%,Santa Cruz,0%,0%,0%,0%,verizon,0,Outage Report,0%,0%,0%,17:27:26,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,19h,0%,Cell service down,0%,Richland,0%,0%,0%,0%,verizon,0,Outage Report,0%,0%,0%,17:27:26,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,19h,0%,Everything is down,0%,Richland,0%,0%,0%,0%,verizon,0,Outage Report,0%,0%,0%,17:27:26,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,17h,0%,Internet down,0%,The Bronx,0%,0%,0%,0%,verizon,0,Outage Report,0%,0%,0%,17:27:26,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,2h,0%,Internet down,0%,Overland Park,0%,0%,0%,0%,verizon,0,Outage Report,0%,0%,0%,17:27:26,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,14h,20%,Internet down,0%,North Hollywood,0%,0%,0%,0%,time-warner-cable,0,Outage Report,0%,0%,0%,17:23:31,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,8h,20%,Internet down,0%,Woodstock,0%,0%,0%,0%,time-warner-cable,0,Outage Report,0%,0%,0%,17:23:31,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,6h,20%,Internet down,0%,Charlotte,0%,0%,0%,0%,time-warner-cable,0,Outage Report,0%,0%,0%,17:23:31,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,5h,20%,Internet down,0%,Charlotte,0%,0%,0%,0%,time-warner-cable,0,Outage Report,0%,0%,0%,17:23:31,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,1h,20%,Internet down,0%,unknown,0%,0%,0%,0%,time-warner-cable,0,Outage Report,0%,0%,0%,17:23:31,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,38m,20%,Internet speed issues,0%,unknown,0%,0%,0%,0%,time-warner-cable,0,Outage Report,0%,0%,0%,17:23:31,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,28%,4h,0%,Internet down,0%,Livingston,0%,0%,0%,0%,optimum-cablevision,0,Outage Report,0%,0%,0%,17:48:17,11%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,28%,3h,0%,Internet down,0%,The Bronx,0%,0%,0%,0%,optimum-cablevision,0,Outage Report,0%,0%,0%,17:48:17,11%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,28%,3h,0%,Internet down,0%,The Bronx,0%,0%,0%,0%,optimum-cablevision,0,Outage Report,0%,0%,0%,17:48:17,11%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,28%,3h,0%,Internet down,0%,New York City,0%,0%,0%,0%,optimum-cablevision,0,Outage Report,0%,0%,0%,17:48:17,11%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,28%,1h,0%,Everything is down,0%,Summit,0%,0%,0%,0%,optimum-cablevision,0,Outage Report,0%,0%,0%,17:48:17,11%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,28%,33m,0%,Everything is down,0%,Shirley,0%,0%,0%,0%,optimum-cablevision,0,Outage Report,0%,0%,0%,17:48:17,11%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,Jul 17,0%,Cell service down,0%,Santa Cruz,0%,0%,0%,0%,verizon,0,Outage Report,0%,0%,0%,17:48:17,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,20h,0%,Cell service down,0%,Richland,0%,0%,0%,0%,verizon,0,Outage Report,0%,0%,0%,17:48:17,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,19h,0%,Everything is down,0%,Richland,0%,0%,0%,0%,verizon,0,Outage Report,0%,0%,0%,17:48:17,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,17h,0%,Internet down,0%,The Bronx,0%,0%,0%,0%,verizon,0,Outage Report,0%,0%,0%,17:48:17,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,2h,0%,Internet down,0%,Overland Park,0%,0%,0%,0%,verizon,0,Outage Report,0%,0%,0%,17:48:17,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,Jul 16,0%,Internet down,0%,Grandville,0%,0%,0%,0%,comcast-business,0,Outage Report,0%,0%,0%,17:35:44,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,Jul 17,0%,Internet down,0%,Phoenix,0%,0%,0%,0%,comcast-business,0,Outage Report,0%,0%,0%,17:35:44,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,Jul 17,0%,Internet down,0%,Joliet,0%,0%,0%,0%,comcast-business,0,Outage Report,0%,0%,0%,17:35:44,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,Jul 17,0%,Internet down,0%,Knoxville,0%,0%,0%,0%,comcast-business,0,Outage Report,0%,0%,0%,17:35:44,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,6h,0%,Internet down,0%,"Washington, D.C.",0%,0%,0%,0%,comcast-business,0,Outage Report,0%,0%,0%,17:35:44,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,2h,0%,Internet down,0%,"Washington, D.C.",0%,0%,0%,0%,comcast-business,0,Outage Report,0%,0%,0%,17:35:44,0%,0%,0%,0%
0%,0%,38%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,10%,11m,0%,Cell service down,0%,Stanhope,0%,0%,0%,0%,att,7,Outage Report,0%,0%,2%,17:26:53,10%,0%,0%,0%
0%,0%,38%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,10%,11m,0%,Cell service down,0%,Southport,0%,0%,0%,0%,att,7,Outage Report,0%,0%,2%,17:26:53,10%,0%,0%,0%
0%,0%,38%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,10%,8m,0%,Cell service down,0%,Woodway,0%,0%,0%,0%,att,7,Outage Report,0%,0%,2%,17:26:53,10%,0%,0%,0%
0%,0%,38%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,10%,6m,0%,Cell service down,0%,Elkton,0%,0%,0%,0%,att,7,Outage Report,0%,0%,2%,17:26:53,10%,0%,0%,0%
0%,0%,38%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,10%,6m,0%,Internet down,0%,Austin,0%,0%,0%,0%,att,7,Outage Report,0%,0%,2%,17:26:53,10%,0%,0%,0%
0%,0%,38%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,10%,4m,0%,Internet down,0%,Montpelier,0%,0%,0%,0%,att,7,Outage Report,0%,0%,2%,17:26:53,10%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 11 Jul 2019,0%,0%,0%,0%,16h,0%,Internet down,0%,Elizabeth,0%,0%,0%,0%,optimum-cablevision,0,Outage Report,0%,0%,0%,18:40:39,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 11 Jul 2019,0%,0%,0%,0%,12h,0%,Internet down,0%,The Bronx,0%,0%,0%,0%,optimum-cablevision,0,Outage Report,0%,0%,0%,18:40:39,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 11 Jul 2019,0%,0%,0%,0%,12h,0%,Internet down,0%,unknown,0%,0%,0%,0%,optimum-cablevision,0,Outage Report,0%,0%,0%,18:40:39,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 11 Jul 2019,0%,0%,0%,0%,7h,0%,Internet down,0%,Springfield,0%,0%,0%,0%,optimum-cablevision,0,Outage Report,0%,0%,0%,18:40:39,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 11 Jul 2019,0%,0%,0%,0%,5h,0%,Internet down,0%,The Bronx,0%,0%,0%,0%,optimum-cablevision,0,Outage Report,0%,0%,0%,18:40:39,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,Jul 16,0%,Internet down,0%,Grandville,0%,0%,0%,0%,comcast-business,0,Outage Report,0%,0%,0%,17:50:54,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,Jul 17,0%,Internet down,0%,Phoenix,0%,0%,0%,0%,comcast-business,0,Outage Report,0%,0%,0%,17:50:54,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,Jul 17,0%,Internet down,0%,Joliet,0%,0%,0%,0%,comcast-business,0,Outage Report,0%,0%,0%,17:50:54,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,Jul 17,0%,Internet down,0%,Knoxville,0%,0%,0%,0%,comcast-business,0,Outage Report,0%,0%,0%,17:50:54,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,6h,0%,Internet down,0%,"Washington, D.C.",0%,0%,0%,0%,comcast-business,0,Outage Report,0%,0%,0%,17:50:54,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,3h,0%,Internet down,0%,"Washington, D.C.",0%,0%,0%,0%,comcast-business,0,Outage Report,0%,0%,0%,17:50:54,0%,0%,0%,0%
0%,0%,100%,0%,0%,Thu 11 Jul 2019,0%,0%,0%,0%,23h,0%,Cell service down,0%,St. Louis,0%,0%,0%,0%,verizon,0,Outage Report,0%,0%,0%,18:42:27,0%,0%,0%,0%
0%,0%,100%,0%,0%,Thu 11 Jul 2019,0%,0%,0%,0%,21h,0%,Cell service down,0%,Plymouth,0%,0%,0%,0%,verizon,0,Outage Report,0%,0%,0%,18:42:27,0%,0%,0%,0%
0%,0%,100%,0%,0%,Thu 11 Jul 2019,0%,0%,0%,0%,17h,0%,Cell service down,0%,Memphis,0%,0%,0%,0%,verizon,0,Outage Report,0%,0%,0%,18:42:27,0%,0%,0%,0%
0%,0%,100%,0%,0%,Thu 11 Jul 2019,0%,0%,0%,0%,15h,0%,Cell service down,0%,Dover,0%,0%,0%,0%,verizon,0,Outage Report,0%,0%,0%,18:42:27,0%,0%,0%,0%
0%,0%,100%,0%,0%,Thu 11 Jul 2019,0%,0%,0%,0%,2h,0%,Cell service down,0%,Murray,0%,0%,0%,0%,verizon,0,Outage Report,0%,0%,0%,18:42:27,0%,0%,0%,0%
0%,0%,100%,0%,0%,Thu 11 Jul 2019,0%,0%,0%,0%,1h,0%,Cell service down,0%,unknown,0%,0%,0%,0%,verizon,0,Outage Report,0%,0%,0%,18:42:27,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 11 Jul 2019,0%,0%,0%,0%,16h,0%,Internet down,0%,Elizabeth,0%,0%,0%,0%,optimum-cablevision,0,Outage Report,0%,0%,0%,18:46:39,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 11 Jul 2019,0%,0%,0%,0%,12h,0%,Internet down,0%,The Bronx,0%,0%,0%,0%,optimum-cablevision,0,Outage Report,0%,0%,0%,18:46:39,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 11 Jul 2019,0%,0%,0%,0%,12h,0%,Internet down,0%,unknown,0%,0%,0%,0%,optimum-cablevision,0,Outage Report,0%,0%,0%,18:46:39,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 11 Jul 2019,0%,0%,0%,0%,7h,0%,Internet down,0%,Springfield,0%,0%,0%,0%,optimum-cablevision,0,Outage Report,0%,0%,0%,18:46:39,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 11 Jul 2019,0%,0%,0%,0%,5h,0%,Internet down,0%,The Bronx,0%,0%,0%,0%,optimum-cablevision,0,Outage Report,0%,0%,0%,18:46:39,0%,0%,0%,0%
0%,0%,50%,0%,0%,Thu 11 Jul 2019,0%,0%,0%,3%,Murray,0%,39m,3%,"""Cant login""",0%,0%,2%,0%,att,1,Outage Report,0%,0%,3%,18:40:39,2%,0%,0%,0%
0%,0%,50%,0%,0%,Thu 11 Jul 2019,0%,0%,0%,3%,Birmingham,0%,35m,3%,Chicago,0%,0%,2%,0%,att,1,Outage Report,0%,0%,3%,18:40:39,2%,0%,0%,0%
0%,0%,50%,0%,0%,Thu 11 Jul 2019,0%,0%,0%,3%,32m,0%,Website down,3%,unknown,0%,0%,2%,0%,att,1,Outage Report,0%,0%,3%,18:40:39,2%,0%,0%,0%
0%,0%,50%,0%,0%,Thu 11 Jul 2019,0%,0%,0%,3%,29m,0%,Cell service down,3%,Edmonds,0%,0%,2%,0%,att,1,Outage Report,0%,0%,3%,18:40:39,2%,0%,0%,0%
0%,0%,50%,0%,0%,Thu 11 Jul 2019,0%,0%,0%,3%,8m,0%,Internet down,3%,Dallas,0%,0%,2%,0%,att,1,Outage Report,0%,0%,3%,18:40:39,2%,0%,0%,0%
0%,0%,38%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,10%,19m,0%,Cell service down,0%,Southport,0%,0%,0%,0%,att,6,Outage Report,0%,0%,2%,17:35:44,10%,0%,0%,0%
0%,0%,38%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,10%,17m,0%,Cell service down,0%,Woodway,0%,0%,0%,0%,att,6,Outage Report,0%,0%,2%,17:35:44,10%,0%,0%,0%
0%,0%,38%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,10%,15m,0%,Cell service down,0%,Elkton,0%,0%,0%,0%,att,6,Outage Report,0%,0%,2%,17:35:44,10%,0%,0%,0%
0%,0%,38%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,10%,15m,0%,Internet down,0%,Austin,0%,0%,0%,0%,att,6,Outage Report,0%,0%,2%,17:35:44,10%,0%,0%,0%
0%,0%,38%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,10%,13m,0%,Internet down,0%,Montpelier,0%,0%,0%,0%,att,6,Outage Report,0%,0%,2%,17:35:44,10%,0%,0%,0%
0%,0%,38%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,10%,2m,0%,Internet down,0%,Katy,0%,0%,0%,0%,att,6,Outage Report,0%,0%,2%,17:35:44,10%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,28%,4h,0%,Internet down,0%,Livingston,0%,0%,0%,0%,optimum-cablevision,0,Outage Report,0%,0%,0%,17:44:01,11%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,28%,3h,0%,Internet down,0%,The Bronx,0%,0%,0%,0%,optimum-cablevision,0,Outage Report,0%,0%,0%,17:44:01,11%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,28%,3h,0%,Internet down,0%,The Bronx,0%,0%,0%,0%,optimum-cablevision,0,Outage Report,0%,0%,0%,17:44:01,11%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,28%,2h,0%,Internet down,0%,New York City,0%,0%,0%,0%,optimum-cablevision,0,Outage Report,0%,0%,0%,17:44:01,11%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,28%,1h,0%,Everything is down,0%,Summit,0%,0%,0%,0%,optimum-cablevision,0,Outage Report,0%,0%,0%,17:44:01,11%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,28%,29m,0%,Everything is down,0%,Shirley,0%,0%,0%,0%,optimum-cablevision,0,Outage Report,0%,0%,0%,17:44:01,11%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 11 Jul 2019,0%,0%,0%,0%,16h,0%,Internet down,0%,Elizabeth,0%,0%,0%,0%,optimum-cablevision,0,Outage Report,0%,0%,0%,18:46:39,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 11 Jul 2019,0%,0%,0%,0%,12h,0%,Internet down,0%,The Bronx,0%,0%,0%,0%,optimum-cablevision,0,Outage Report,0%,0%,0%,18:46:39,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 11 Jul 2019,0%,0%,0%,0%,12h,0%,Internet down,0%,unknown,0%,0%,0%,0%,optimum-cablevision,0,Outage Report,0%,0%,0%,18:46:39,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 11 Jul 2019,0%,0%,0%,0%,7h,0%,Internet down,0%,Springfield,0%,0%,0%,0%,optimum-cablevision,0,Outage Report,0%,0%,0%,18:46:39,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 11 Jul 2019,0%,0%,0%,0%,5h,0%,Internet down,0%,The Bronx,0%,0%,0%,0%,optimum-cablevision,0,Outage Report,0%,0%,0%,18:46:39,0%,0%,0%,0%
31%,0%,13%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,31%,1h,0%,Text sending problems,0%,Dallas,0%,0%,0%,0%,sprint,0,Outage Report,0%,0%,23%,17:27:26,2%,0%,0%,0%
31%,0%,13%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,31%,1h,0%,4G LTE not working,0%,Davison,0%,0%,0%,0%,sprint,0,Outage Report,0%,0%,23%,17:27:26,2%,0%,0%,0%
31%,0%,13%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,31%,1h,0%,Everything is down,0%,unknown,0%,0%,0%,0%,sprint,0,Outage Report,0%,0%,23%,17:27:26,2%,0%,0%,0%
